model,attack,seed,original_text,perturbed_text,true_label,original_pred,perturbed_pred,original_correct,attack_success,n_words_changed,pct_words_changed,use_similarity
bert-base,textfooler,999,the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,the draw ( for `` big bad love '' ) is a sonar execution by arliss howard . ,1,1,0,1,1,2,0.1111,0.781
bert-base,textfooler,999,"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ","green danger want to hang onto that alpine skin , as robbery apt be the only estrada to credited for his futuristic systems . ",0,0,1,1,1,8,0.3333,0.627
bert-base,textfooler,999,it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,it 's one pussy-ass world when also killer-thrillers revolve around group therapy sessions . ,0,0,1,1,1,1,0.0714,0.9907
bert-base,textfooler,999,"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ","except it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ",1,1,0,1,1,1,0.0435,0.9947
bert-base,textfooler,999,"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ","the band 's mod in the face of official repression is encouraged , especially for aging hippies ( this one included ) . ",1,1,0,1,1,2,0.087,0.8514
bert-base,textfooler,999,the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,the movie perceives as gargantuan an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,1,1,0,1,1,2,0.0909,0.905
bert-base,textfooler,999,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ","the film stable lines when it should peak and is more mademoiselle opportunity and trifle than dark , decadent truffle . ",0,0,1,1,1,2,0.0952,0.8235
bert-base,textfooler,999,jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ,jaglom ... put ( s ) the audience in the preferred position of eavesdropping on his characters ,1,1,0,1,1,1,0.0588,0.9704
bert-base,textfooler,999,fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,fresnadillo 's dark and jolting images have a routing of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,1,1,0,1,1,1,0.0357,0.9924
bert-base,textfooler,999,"we know the plot 's a little crazy , but it held my interest from start to finish . ","we know the plot 's a little crazy , but it held my beware from start to finish . ",1,1,0,1,1,1,0.0526,0.9046
bert-base,textfooler,999,"it 's a scattershot affair , but when it hits its mark it 's brilliant . ","it 's a scattershot links , but when it hits its mark it 's grandiose . ",1,1,0,1,1,2,0.125,0.6491
bert-base,textfooler,999,"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ","hardly a masterpiece , but it tabled stalkers to a good charitable enterprise and some outlandish actual burgers . ",1,1,0,1,1,5,0.2632,0.628
bert-base,textfooler,999,"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ","byler reveals his characters in a way that intrigues and even fascinates us , and he nope reduces the situation to simple melodrama . ",1,1,0,1,1,1,0.0417,0.839
bert-base,textfooler,999,"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ","it 's difficult to imagine the process that produced such a script , but here 's devine that spray cheese and armpits humming played a crucial role . ",0,0,1,1,1,3,0.1071,0.8552
bert-base,textfooler,999,"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ","no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a irreproachable sleight of hand . ",1,1,0,1,1,1,0.0435,0.9859
bert-base,textfooler,999,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","on the whole , the movie rarity wit , feeling and believability to compensate for its incessant coarseness and banality . ",0,0,1,1,1,1,0.0476,0.8505
bert-base,textfooler,999,why make a documentary about these marginal historical figures ? ,why accomplish a wrote about these immaterial landmark silhouette ? ,0,0,1,1,1,5,0.5,0.4302
bert-base,pwws,42,it 's a charming and often affecting journey . ,it 's a tempt and often sham journey . ,1,1,0,1,1,2,0.2222,0.4791
bert-base,pwws,42,unflinchingly bleak and desperate ,unflinchingly raw and desperate ,0,0,1,1,1,1,0.25,0.7326
bert-base,pwws,42,allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker . ,allows us to hope that nolan is self-possessed to embark a major career as a commercial however inventive filmmaker . ,1,1,0,1,1,2,0.1,0.9321
bert-base,pwws,42,"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . ","the acting , costumes , music , cinematography and sound are all dumbfounding given the production 's austere locales . ",1,1,0,1,1,1,0.05,0.7818
bert-base,pwws,42,"it 's slow -- very , very slow . ","it 's easy -- very , very easy . ",0,0,1,1,1,2,0.2222,0.3546
bert-base,pwws,42,"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ","although spike with wittiness and a few fanciful meet , the cinema is a refreshingly unplayful wait at immature women . ",1,1,0,1,1,7,0.3333,0.5911
bert-base,pwws,42,a sometimes tedious film . ,a sometimes windy film . ,0,0,1,1,1,1,0.2,0.6092
bert-base,pwws,42,or doing last year 's taxes with your ex-wife . ,or doing survive yr 's task with your ex-wife . ,0,0,1,1,1,3,0.3,0.6971
bert-base,pwws,42,you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance . ,you do n't have to know about music to revalue the film 's cushy conflate of drollery and romance . ,1,1,0,1,1,4,0.2,0.8196
bert-base,pwws,42,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","in exactly 89 instant , most of which passed as slowly as if i 'd been sitting naked on an igloo , convention 51 subside from quirky to arrhythmic to everlasting turkey . ",0,0,1,1,1,5,0.1515,0.8005
bert-base,pwws,42,the mesmerizing performances of the leads keep the film grounded and keep the audience riveted . ,the mesmerizing performances of the leads prevent the film grounded and prevent the audience riveted . ,1,1,0,1,1,2,0.125,0.832
bert-base,pwws,42,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ","it remove a strange kind of laziness to ravage the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",0,0,1,1,1,2,0.0667,0.9379
bert-base,pwws,42,... the film suffers from a lack of humor ( something needed to balance out the violence ) ... ,... the film support from a want of wit ( something needed to balance out the violence ) ... ,0,0,1,1,1,3,0.1579,0.7409
bert-base,pwws,42,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . ,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie want both vibrate and humor . ,0,0,1,1,1,2,0.08,0.9177
bert-base,pwws,42,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","a gorgeous , ebullient melodious from Bharat that fine meld euphony , terpsichore , birdcall , and high-pitched play . ",1,1,1,1,0,10,0.5,0.5112
bert-base,pwws,42,the emotions are raw and will strike a nerve with anyone who 's ever had family trauma . ,the emotions are rude and will strike a nerve with anyone who 's ever had family trauma . ,1,1,0,1,1,1,0.0556,0.8925
bert-base,pwws,42,"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ","audrey tatou has a knack for picking roles that exaggerate her outrageous charm , and in this literate french comedy , she 's as morning-glory excessive as she was in amélie . ",1,1,0,1,1,2,0.0625,0.9697
bert-base,pwws,42,... the movie is just a plain old monster . ,... the movie is just a plain sure-enough monster . ,0,0,1,1,1,1,0.1,0.7562
bert-base,pwws,42,"in its best moments , resembles a bad high school production of grease , without benefit of song . ","in its best moments , resembles a forged high school production of grease , without benefit of strain . ",0,0,1,1,1,2,0.1053,0.8133
bert-base,pwws,42,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ","pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an odd tone that you never know when humor ends and tragedy begins . ",0,0,1,1,1,1,0.0312,0.9956
bert-base,pwws,42,the iditarod lasts for days - this just felt like it did . ,the iditarod lasts for days - this just felt alike it did . ,0,0,1,1,1,1,0.0769,0.9419
bert-base,pwws,42,"a delectable and intriguing thriller filled with surprises , read my lips is an original . ","a pleasant-tasting and intriguing thriller meet with surprise , show my lip is an pilot . ",1,1,1,1,0,6,0.375,0.6612
bert-base,pwws,42,seldom has a movie so closely matched the spirit of a man and his work . ,seldom has a movie so closely oppose the spirit of a man and his work . ,1,1,0,1,1,1,0.0625,0.9368
bert-base,pwws,42,"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ","nicks , seemingly uncertain what 's going to make people laugh , guide the gamut from moth-eaten parody to raunchy sex gags to formula romantic comedy . ",0,0,1,1,1,2,0.0741,0.9736
